"title","title_type","genre","runtime","mpaa_rating","studio","thtr_rel_year","thtr_rel_month","thtr_rel_day","dvd_rel_year","dvd_rel_month","dvd_rel_day","imdb_rating","imdb_num_votes","critics_rating","critics_score","audience_rating","audience_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box","director","actor1","actor2","actor3","actor4","actor5","imdb_url","rt_url"
"The Heavenly Kid","Feature Film","Drama",90,"PG-13","Orion",1985,7,26,2005,11,15,6.2,2830,"Rotten",25,"Upright",64,"no","no","no","no","no","no","Cary Medoway","Lewis Smith","Richard Mulligan","Jason Gedrick","Jane Kaczmarek","Mark Metcalf","http://www.imdb.com/title/tt0089265/","//www.rottentomatoes.com/m/heavenly_kid/"
"Snow Flower And The Secret Fan","Feature Film","Art House & International",104,"PG-13","Fox Searchlight",2011,7,15,2011,11,1,6,2960,"Rotten",21,"Spilled",48,"no","no","no","no","no","no","Wayne Wang","Gianna Jun","Bingbing Li","Bing Bing Li","Vivian Wu","Jiang Wu","http://www.imdb.com/title/tt1541995/","//www.rottentomatoes.com/m/snow_flower_and_the_secret_fan/"
"Apollo 18","Feature Film","Science Fiction & Fantasy",86,"PG-13","The Weinstein Company",2011,9,2,2011,12,27,5.2,46233,"Rotten",24,"Spilled",23,"no","no","no","no","no","no","Gonzalo Lopez-Gallego","Warren Christie","Lloyd Owen","Ryan Robbins","Michael Kopsa","Andrew Airlie","http://www.imdb.com/title/tt1772240/","//www.rottentomatoes.com/m/apollo_18/"
"Total Eclipse","Feature Film","Art House & International",111,"R","New Line Home Entertainment",1995,11,3,1999,12,21,6.5,9980,"Rotten",25,"Upright",61,"no","no","no","no","no","no","Agnieszka Holland","Leonardo DiCaprio","David Thewlis","Romane Bohringer","James Thieree","Emmanuelle Oppo","http://www.imdb.com/title/tt0114702/","//www.rottentomatoes.com/m/total_eclipse/"
"Hoodlum","Feature Film","Drama",130,"R","905 Corporation",1997,8,27,2001,5,15,6.2,8016,"Rotten",45,"Upright",66,"no","no","no","no","no","no","Bill Duke","Laurence Fishburne","Tim Roth","Vanessa L. Williams","Andy Garcia","Cicely Tyson","http://www.imdb.com/title/tt0119311/","//www.rottentomatoes.com/m/1078030-hoodlum/"
"National Security","Feature Film","Drama",88,"PG-13","Sony Pictures",2003,1,17,2003,5,27,5.6,37938,"Rotten",11,"Spilled",45,"no","no","no","no","no","no","Dennis Dugan","Martin Lawrence","Steve Zahn","Colm Feore","Bill Duke","Eric Roberts","http://www.imdb.com/title/tt0271668/","//www.rottentomatoes.com/m/national_security/"
"Down in the Valley","Feature Film","Other",108,"R","ThinkFilm",2006,5,5,2006,9,26,6.5,16480,"Rotten",52,"Spilled",54,"no","no","no","no","no","no","David Jacobson","Edward Norton","Evan Rachel Wood","David Morse","Bruce Dern","Rory Culkin","http://www.imdb.com/title/tt0398027/","//www.rottentomatoes.com/m/down_in_the_valley/"
"Young Adult","Feature Film","Drama",94,"R","Paramount Studios",2011,12,16,2012,3,13,6.3,63219,"Certified Fresh",80,"Spilled",49,"no","no","no","yes","no","no","Jason Reitman","Charlize Theron","Patton Oswalt","Patrick Wilson","Elizabeth Reaser","Collette Wolfe","http://www.imdb.com/title/tt1625346/","//www.rottentomatoes.com/m/young_adult/"
"The Man Who Sued God","Feature Film","Drama",97,"R",NA,2001,10,25,2007,3,13,6.5,4251,"Fresh",71,"Spilled",59,"no","no","no","no","no","no","Mark Joffe","Billy Connolly","Judy Davis","Colin Friels","Bille Brown","Wendy Hughes","http://www.imdb.com/title/tt0268437/","//www.rottentomatoes.com/m/man_who_sued_god/"
"Compliance","Feature Film","Drama",90,"R","Magnolia Pictures",2012,8,17,2013,1,8,6.4,23697,"Certified Fresh",89,"Upright",60,"no","no","no","no","no","no","Craig Zobel","Ann Dowd","Dreama Walker","Pat Healy","Bill Camp","Philip Ettinger","http://www.imdb.com/title/tt1971352/","//www.rottentomatoes.com/m/compliance_2012/"
"I Spit On Your Grave","Feature Film","Horror",108,"R","Anchor Bay Films",2010,10,8,2011,2,8,6.3,53675,"Rotten",34,"Spilled",48,"no","no","no","no","no","no","Steven R. Monroe","Sarah Butler","Jeff Branson","Andrew Howard","Daniel Franzese","Rodney Eastman","http://www.imdb.com/title/tt1242432/","//www.rottentomatoes.com/m/i_spit_on_your_grave_2010/"
"Maniac","Feature Film","Drama",87,"R","Analysis",1980,1,1,1998,6,30,6.5,9787,"Rotten",43,"Spilled",58,"no","no","no","no","no","no","William Lustig","Joe Spinell","Caroline Munro","Gail Lawrence","Kelly Piper","Rita Montone","http://www.imdb.com/title/tt0081114/","//www.rottentomatoes.com/m/maniac_1980/"
"Dog Park","Feature Film","Comedy",91,"R","New Line Home Entertainment",1998,6,1,2004,3,2,5.1,1978,"Rotten",36,"Spilled",28,"no","no","no","no","no","no","Bruce McCulloch","Natasha Henstridge","Janeane Garofalo","Luke Wilson","Kathleen Robertson","Bruce McCulloch","http://www.imdb.com/title/tt0129884/","//www.rottentomatoes.com/m/dog_park/"
"The Brothers Solomon","Feature Film","Comedy",93,"R","Screen Gems",2007,9,7,2007,12,26,5.3,9370,"Rotten",15,"Spilled",31,"no","no","no","no","no","no","Bob Odenkirk","Will Arnett","Will Forte","Chi McBride","Kristen Wiig","Malin Akerman","http://www.imdb.com/title/tt0784972/","//www.rottentomatoes.com/m/brothers_solomon/"
"Maurice","Feature Film","Drama",140,"R","Lorimar Home Video",1987,9,1,2004,2,24,7.8,10380,"Fresh",91,"Upright",87,"no","no","no","no","no","no","James Ivory","James Wilby","Hugh Grant","Rupert Graves","Denholm Elliott","Simon Callow","http://www.imdb.com/title/tt0093512/","//www.rottentomatoes.com/m/maurice/"
"The Last Boy Scout","Feature Film","Drama",105,"R","Warner Home Video",1991,12,13,1998,5,26,6.9,73280,"Rotten",42,"Upright",68,"no","no","no","no","no","no","Tony Scott","Bruce Willis","Damon Wayans","Chelsea Field","Noble Willingham","Taylor Negron","http://www.imdb.com/title/tt0102266/","//www.rottentomatoes.com/m/last_boy_scout/"
"Alligator","Feature Film","Science Fiction & Fantasy",91,"R","Group 1",1980,1,1,2007,9,18,5.9,7656,"Fresh",67,"Spilled",47,"no","no","no","no","no","no","Lewis Teague","Robert Forster","Robin Riker","Michael Vincente Gazzo","Perry Lang","Jack Carter","http://www.imdb.com/title/tt0080354/","//www.rottentomatoes.com/m/alligator/"
"Jennifer 8","Feature Film","Mystery & Suspense",124,"R","Paramount Home Video",1992,11,6,2000,4,11,6.2,11855,"Rotten",39,"Spilled",37,"no","no","no","no","no","no","Bruce Robinson","Andy Garcia","Uma Thurman","Lance Henriksen","Kathy Baker","Graham Beckel","http://www.imdb.com/title/tt0104549/","//www.rottentomatoes.com/m/jennifer_8/"
"RoboCop","Feature Film","Drama",102,"R","Orion Pictures Corporation",1987,7,17,2001,10,2,7.5,172765,"Certified Fresh",88,"Upright",83,"no","no","no","no","no","no","Paul Verhoeven","Peter Weller","Nancy Allen","Ronny Cox","Kurtwood Smith","Miguel Ferrer","http://www.imdb.com/title/tt0093870/","//www.rottentomatoes.com/m/1017712-robocop/"
"The Football Factory","Feature Film","Documentary",91,"R","Image Entertainment",2004,5,14,2005,12,26,6.9,23201,"Rotten",20,"Upright",84,"no","no","no","no","no","no","Nick Love","Danny Dyer","Frank Harper","Dudley Sutton","Tamer Hassan","Roland Monookian","http://www.imdb.com/title/tt0385705/","//www.rottentomatoes.com/m/1153907-football_factory/"
"Bamboozled","Feature Film","Drama",135,"R","New Line Cinema",2000,10,6,2001,4,17,6.4,8604,"Rotten",48,"Upright",74,"no","no","no","no","no","no","Spike Lee","Damon Wayans","Savion Glover","Tommy Davidson","Michael Rapaport","Thomas Jefferson Byrd","http://www.imdb.com/title/tt0215545/","//www.rottentomatoes.com/m/bamboozled/"
"The Sure Thing","Feature Film","Comedy",100,"PG-13","Embassy",1985
